TRANSACTION_AMT,OCCUPATION,CMTE_NM,CMTE_PTY_AFFILIATION
100,NUTRITIONIST,JAMIE RASKIN FOR CONGRESS,DEM
100,NURSE/COUNSELOR,DSCC,DEM
100,NURSE/COUNSELOR,DSCC,DEM
100,NURSE/COUNSELOR,DSCC,DEM
100,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,NURSE,DCCC,DEM
100,NURSE,DCCC,DEM
100,NURSE,DCCC,DEM
100,NURSE,BERNIE 2016,DEM
100,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,RUSS FOR WISCONSIN,DEM
100,NOT EMPLOYED,RUSS FOR WISCONSIN,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,ELIZABETH FOR MA INC,DEM
100,NOT EMPLOYED,DONNA EDWARDS FOR SENATE,DEM
100,NOT EMPLOYED,DONNA EDWARDS FOR SENATE,DEM
100,NOT EMPLOYED,DONNA EDWARDS FOR SENATE,DEM
100,NOT EMPLOYED,DONNA EDWARDS FOR SENATE,DEM
100,NOT EMPLOYED,DONNA EDWARDS FOR SENATE,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,FRIENDS OF CHERI BUSTOS,DEM
100,NOT EMPLOYED,FRIENDS OF CHERI BUSTOS,DEM
100,NOT EMPLOYED,HILLARY FOR AMERICA,DEM
100,NOT EMPLOYED,HILLARY FOR AMERICA,DEM
100,NOT EMPLOYED,HILLARY FOR AMERICA,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,MONICA VERNON FOR CONGRESS,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,BERNIE 2016,DEM
100,NOT EMPLOYED,SCHNEIDER FOR CONGRESS,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,DSCC,DEM
100,NOT EMPLOYED,FRIENDS OF JOE SESTAK,DEM
100,NOT EMPLOYED,FRIENDS OF JOE SESTAK,DEM
100,NOT EMPLOYED,FRIENDS OF JOE SESTAK,DEM
100,NONPROFIT DEVELOPER OF AFFORDABLE HOUS,FRIENDS OF JOE SESTAK,DEM
100,NONPROFIT DEVELOPER OF AFFORDABLE HOUS,FRIENDS OF JOE SESTAK,DEM
100,NONPROFIT DEVELOPER OF AFFORDABLE HOUS,FRIENDS OF JOE SESTAK,DEM
100,NONPROFIT DEVELOPER OF AFFORDABLE HOUS,FRIENDS OF JOE SESTAK,DEM
100,NONPROFIT DEVELOPER OF AFFORDABLE HOUS,FRIENDS OF JOE SESTAK,DEM
100,NONPROFIT DEVELOPER OF AFFORDABLE HOUS,FRIENDS OF JOE SESTAK,DEM
100,NONPROFIT DEVELOPER OF AFFORDABLE HOUS,FRIENDS OF JOE SESTAK,DEM
100,NETWORK SECURITY ANALYST,BERNIE 2016,DEM
100,ND CD DIRECTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,N/A,DSCC,DEM
100,N/A,DSCC,DEM
100,MUSIC TEACHER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MONITORING AND EVALUATION,BERNIE 2016,DEM
100,MINISTER,SUZAN JOHNSON COOK FOR CONGRESS,DEM
100,MEDICAL PHYSICIST,DCCC,DEM
100,MEDICAL PHYSICIST,DCCC,DEM
100,MEDICAL PHYSICIST,DCCC,DEM
100,MEDICAL PHYSICIST,BERNIE 2016,DEM
100,MEDICAL OFFICER,BERNIE 2016,DEM
100,MEDICAL LABORATORY TECHNICIAN,BERNIE 2016,DEM
100,MEDICAL H.S,FRIENDS OF JOE SESTAK,DEM
100,MEDICAL CODER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MEDIA AFFAIRS DIRECTOR,HILLARY FOR AMERICA,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DCCC,DEM
100,MD,DCCC,DEM
100,MD,DCCC,DEM
100,MD,DCCC,DEM
100,MD,DCCC,DEM
100,MD,DCCC,DEM
100,MD,DCCC,DEM
100,MD,DCCC,DEM
100,MD,DCCC,DEM
100,MD,HILLARY FOR AMERICA,DEM
100,MD,HILLARY FOR AMERICA,DEM
100,MD,HILLARY FOR AMERICA,DEM
100,MD,HILLARY FOR AMERICA,DEM
100,MD,HILLARY FOR AMERICA,DEM
100,MD,RE-ELECT MCGOVERN COMMITTEE,DEM
100,MD,BERNIE 2016,DEM
100,MD,BERNIE 2016,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MD,DSCC,DEM
100,MD,DSCC,DEM
100,MD,DSCC,DEM
100,MD,DSCC,DEM
100,MD,FRIENDS OF JOE SESTAK,DEM
100,MAYOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MATHEMATICIAN,ELIZABETH FOR MA INC,DEM
100,MARKETING,HILLARY FOR AMERICA,DEM
100,MARKETING,HILLARY FOR AMERICA,DEM
100,MARKETING,HILLARY FOR AMERICA,DEM
100,MARKETING,BERNIE 2016,DEM
100,MARKETING,BERNIE 2016,DEM
100,"MARKET ANAYLYST, SHIPPING",BERNIE 2016,DEM
100,MANAGER,DSCC,DEM
100,MANAGER,DSCC,DEM
100,MANAGER,DCCC,DEM
100,MANAGER,DSCC,DEM
100,MANAGER,GLENN IVEY FOR CONGRESS,DEM
100,MANAGER,DCCC,DEM
100,MANAGER,DSCC,DEM
100,MANAGER,DSCC,DEM
100,MANAGEMENT CONSULTANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,MANAGEMENT CONSULTANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LIDAR ANALYST,BERNIE 2016,DEM
100,LIDAR ANALYST,BERNIE 2016,DEM
100,LIBRARY MANAGER,HILLARY FOR AMERICA,DEM
100,LIBRARY MANAGER,HILLARY FOR AMERICA,DEM
100,LIBRARY MANAGER,HILLARY FOR AMERICA,DEM
100,LIBRARY MANAGER,HILLARY FOR AMERICA,DEM
100,LENDER,JAMIE RASKIN FOR CONGRESS,DEM
100,LEGISLATIVE ASSISTANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LEGISLATIVE ASSISTANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LEGISLATIVE ASSISTANT,DCCC,DEM
100,LEGISLATIVE ASSISTANT,DCCC,DEM
100,"LECTURER, ORGANIZER, MENTOR",HILLARY FOR AMERICA,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,ANTHONY BROWN FOR CONGRESS,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,FRIENDS OF ELIZABETH ESTY,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,GLENN IVEY FOR CONGRESS,DEM
100,LAWYER,HILLARY FOR AMERICA,DEM
100,LAWYER,HILLARY FOR AMERICA,DEM
100,LAWYER,JAMIE RASKIN FOR CONGRESS,DEM
100,LAWYER,JAMIE RASKIN FOR CONGRESS,DEM
100,LAWYER,JAMIE RASKIN FOR CONGRESS,DEM
100,LAWYER,BERNIE 2016,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAWYER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,LAW PROFESSOR,BENNET FOR COLORADO,DEM
100,LAW PROFESSOR,BENNET FOR COLORADO,DEM
100,JOHNS HOPKINS,DR. RAUL RUIZ FOR CONGRESS,DEM
100,JOHNS HOPKINS,DR. RAUL RUIZ FOR CONGRESS,DEM
100,JOHNS HOPKINS,DR. RAUL RUIZ FOR CONGRESS,DEM
100,IT SPECIALIST,BERNIE 2016,DEM
100,IT MANAGER,HILLARY FOR AMERICA,DEM
100,IT EMPLOYEE,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,IT EMPLOYEE,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,IT EMPLOYEE,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
100,INVESTOR,CAIN FOR CONGRESS,DEM
100,INVESTMENTS,TAMMY BALDWIN FOR SENATE,DEM
100,INVESTMENTS,ELIZABETH FOR MA INC,DEM
100,INSURANCE CODER,JAMIE RASKIN FOR CONGRESS,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DSCC,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DSCC,DEM
100,INFORMATION REQUESTED,DCCC,DEM
100,INFORMATION REQUESTED,DSCC,DEM
100,INFORMATION REQUESTED,DSCC,DEM
100,INFORMATION REQUESTED,HILLARY FOR AMERICA,DEM
100,INFORMATION REQUESTED,HILLARY FOR AMERICA,DEM
100,INFORMATION REQUESTED,HILLARY FOR AMERICA,DEM
100,INFORMATION REQUESTED,HILLARY FOR AMERICA,DEM
100,INFORMATION REQUESTED,HILLARY FOR AMERICA,DEM
100,INFORMATION REQUESTED,HILLARY FOR AMERICA,DEM
100,INFORMATION REQUESTED,HILLARY FOR AMERICA,DEM
100,INFORMATION REQUESTED,HILLARY FOR AMERICA,DEM
100,INFORMATION REQUESTED,HILLARY FOR AMERICA,DEM
100,INFORMATION REQUESTED,BERNIE 2016,DEM
100,INFORMATION REQUESTED,BERNIE 2016,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,INFORMATION REQUESTED,DSCC,DEM
100,INFORMATION REQUESTED,FRIENDS OF JOHN SARBANES,DEM
100,INFO SECURITY MANAGER,BERNIE 2016,DEM
100,INFO REQUESTED,BERNIE 2016,DEM
100,ILLUSTRATOR,FRIENDS OF JOE SESTAK,DEM
100,HOMEMAKER/CARE PROV,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,HOMEMAKER,WYDEN FOR SENATE,DEM
100,HOMEMAKER,DCCC,DEM
100,HOMEMAKER,DCCC,DEM
100,HOMEMAKER,HILLARY FOR AMERICA,DEM
100,HEALTH RESEARCH,DSCC,DEM
100,HEALTH POLICY DIRECTOR,JAMIE RASKIN FOR CONGRESS,DEM
100,HEALTH DEVELOPMENT OFFICER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,HEALTH DEVELOPMENT OFFICER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,HEALTH CARE MANAGEMENT,HILLARY FOR AMERICA,DEM
100,GOVERNMENT RELATIONS,BERNIE 2016,DEM
100,GOVERNMENT AFFAIRS,BLUMENTHAL FOR CONNECTICUT,DEM
100,GOLF COURSE OWNER,INGRID TURNER FOR CONGRESS,DEM
100,GET READY TECHNICIAN,DCCC,DEM
100,GET READY TECHNICIAN,DCCC,DEM
100,FOUNDATION EXECUTIVE,JAMIE RASKIN FOR CONGRESS,DEM
100,FOREIGN SERVICE OFFICER,DCCC,DEM
100,FOREIGN SERVICE OFFICER,DCCC,DEM
100,FOREIGN SERVICE OFFICER,BERNIE 2016,DEM
100,FOREIGN SERVICE OFFICER,BERNIE 2016,DEM
100,FLIGHT ATTENDANT,BERNIE 2016,DEM
100,FINANCIAL PLANNER,BERNIE 2016,DEM
100,FINANCIAL MANAGER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,FINANCIAL MANAGER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,FINANCIAL ADVISOR,GLENN IVEY FOR CONGRESS,DEM
100,FINANCIAL ADVISOR,GLENN IVEY FOR CONGRESS,DEM
100,FINANCE,SUZAN JOHNSON COOK FOR CONGRESS,DEM
100,FEDERAL MEDIATOR,INGRID TURNER FOR CONGRESS,DEM
100,FEDERAL CONTRACTS SPECIALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,FACILITIES INFORMATION INFRASTRUCTURE,BERNIE 2016,DEM
100,FACILITIES INFORMATION INFRASTRUCTURE,BERNIE 2016,DEM
100,EXECUTIVE DIRECTOR,JAMIE RASKIN FOR CONGRESS,DEM
100,EXECUTIVE ASSISTANT,HILLARY FOR AMERICA,DEM
100,EXECUTIVE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,EXEC DIRECTOR,BARVE FOR CONGRESS,DEM
100,EX PROGRAM MANAGER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,EX PROGRAM MANAGER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,ENVIRONMENTAL CEO/AUTHOR,FRIENDS OF JOE SESTAK,DEM
100,ENVIRONMENTAL CEO/AUTHOR,FRIENDS OF JOE SESTAK,DEM
100,ENGINEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,ENGINEER,AL FRANKEN FOR SENATE ,DEM
100,ENGINEER,HILLARY FOR AMERICA,DEM
100,ENGINEER,HILLARY FOR AMERICA,DEM
100,ENGINEER,FRIENDS OF SHAUGHNESSY NAUGHTON,DEM
100,ENGINEER,FRIENDS OF SHAUGHNESSY NAUGHTON,DEM
100,ENGINEER,BERNIE 2016,DEM
100,ENGINEER,BERNIE 2016,DEM
100,ENGINEER,BERNIE 2016,DEM
100,ENGINEER,BERNIE 2016,DEM
100,ENGINEER,BERNIE 2016,DEM
100,ENGINEER,BERNIE 2016,DEM
100,ENGINEER,BERNIE 2016,DEM
100,ENGINEER,INGRID TURNER FOR CONGRESS,DEM
100,EDUCATION ADVOCATE,DCCC,DEM
100,EDITOR,DSCC,DEM
100,EDITOR,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,DEM
100,EDITOR,DSCC,DEM
100,EDITOR,DSCC,DEM
100,EDITOR,DSCC,DEM
100,ED ADMIN RESEARCH,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,ECONOMIST,BERNIE 2016,DEM
100,ECONOMIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,ECONOMIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,ECONOMIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,ECONOMIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
100,EARLY CHILHOOD EDUCATION,INGRID TURNER FOR CONGRESS,DEM
100,EARLY CHILHOOD EDUCATION,INGRID TURNER FOR CONGRESS,DEM
100,"DIRECTOR, NAVY M&S OFFICE",FRIENDS OF JOE SESTAK,DEM
100,"DIRECTOR, NAVY M&S OFFICE",FRIENDS OF JOE SESTAK,DEM
100,"DIRECTOR, NAVY M&S OFFICE",FRIENDS OF JOE SESTAK,DEM
100,"DIRECTOR, NAVY M&S OFFICE",FRIENDS OF JOE SESTAK,DEM
100,DIRECTOR OF FEDERAL AFFAIRS,HILLARY FOR AMERICA,DEM
100,DIRECTOR ASSOCIATION RELATIONS,DSCC,DEM
100,DIRECTOR,AMI BERA FOR CONGRESS,DEM
100,DIRECTOR,GLENN IVEY FOR CONGRESS,DEM
100,DIRECTOR,GLENN IVEY FOR CONGRESS,DEM
96,MD,BERNIE 2016,DEM
93,VIDEOGRAPHER,BERNIE 2016,DEM
93,RETIRED,BERNIE 2016,DEM
93,LIBBYIST,BERNIE 2016,DEM
93,EDITOR,BERNIE 2016,DEM
90,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
90,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
90,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
90,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
90,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
90,NOT EMPLOYED,BERNIE 2016,DEM
90,NONE,BERNIE 2016,DEM
90,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
90,ILLUSTRATOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
89,OFFICER,BERNIE 2016,DEM
87,NOT EMPLOYED,BERNIE 2016,DEM
85,PROGRAMMER,BERNIE 2016,DEM
85,INSTRUCTOR,DSCC,DEM
85,INSTRUCTOR,DSCC,DEM
85,INSTRUCTOR,DSCC,DEM
85,INSTRUCTOR,DSCC,DEM
84,INSTRUCTOR,DSCC,DEM
83,RETIRED,HILLARY FOR AMERICA,DEM
83,NOT EMPLOYED,BERNIE 2016,DEM
83,NOT EMPLOYED,BERNIE 2016,DEM
83,NOT EMPLOYED,FRIENDS OF JOE SESTAK,DEM
83,NONE,BERNIE 2016,DEM
83,ENGINEERING MANAGER,BERNIE 2016,DEM
82,SENIOR PHYSICAL SCIENTIST,BERNIE 2016,DEM
82,RETIRED,BERNIE 2016,DEM
82,RETIRED,BERNIE 2016,DEM
81,N/A,STRAIT FOR CONGRESS,DEM
81,MD,BERNIE 2016,DEM
80,SR. ENGINEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
80,SOFTWARE ENGINEER,DSCC,DEM
80,RETIRED,DSCC,DEM
80,RETIRED,DSCC,DEM
80,RETIRED,DSCC,DEM
80,RETIRED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
80,NOT EMPLOYED,DSCC,DEM
80,MUSICIAN,DSCC,DEM
80,MUSICIAN,DSCC,DEM
80,MUSICIAN,DSCC,DEM
80,MUSICIAN,DSCC,DEM
80,MOTORCOACH OPERATOR,DSCC,DEM
80,MOTORCOACH OPERATOR,DSCC,DEM
80,MOTORCOACH OPERATOR,DSCC,DEM
80,MD,RE-ELECT MCGOVERN COMMITTEE,DEM
77,N/A,STRAIT FOR CONGRESS,DEM
77,HOMEMAKER,HILLARY FOR AMERICA,DEM
77,"DIRECTOR, WASHINGTON OFFICE",HILLARY FOR AMERICA,DEM
77,"DIRECTOR, WASHINGTON OFFICE",HILLARY FOR AMERICA,DEM
75,TRUCKER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
75,TEACHER,HILLARY FOR AMERICA,DEM
75,TEACHER,HILLARY FOR AMERICA,DEM
75,SUPERVISORY FIELD EXAMINER,BERNIE 2016,DEM
75,SOLDIER,BERNIE 2016,DEM
75,RETIRED HAIRDRESSER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
75,RETIRED HAIRDRESSER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
75,RETIRED HAIRDRESSER,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM
